523|499,1
510|465,2
493|498,3
522|501,4
527|502,5
538|513,6
520|501,7
524|506,8
502|431,9
518|464,11
513|533,12
524|501,13
481|477,14
526|496,15
504|547,16
527|492,17
489|568,18
461|503,19
531|500,20
512|433,21
479|433,22
538|489,23
541|481,24
524|484,25
511|493,26
491|473,27
476|436,29
527|504,30
471|567,31
516|505,32
534|436,33
527|516,34
509|502,35
528|502,36
476|525,37
477|521,38
495|499,39
480|468,40
526|534,41
490|527,42
478|474,43
480|497,44
476|531,45
477|529,46
430|520,47
516|536,48
467|483,49
501|527,50
470|474,51
492|553,52
459|476,53
558|485,54
460|487,55
505|475,56
468|487,57
473|484,58
557|530,59
438|497,60
471|477,61
476|494,62
532|450,63
479|487,64
446|545,65
473|491,66
471|497,67
527|564,68
477|498,69
461|491,70
528|563,71
486|478,72
472|489,73
503|452,74
467|457,75
457|501,76
470|553,77
476|477,78
557|473,79
522|507,80
490|499,81
470|500,82
506|497,83
456|487,84
477|567,85
561|508,86
467|499,87
471|434,88
499|550,89
528|499,90
483|499,91
532|489,92
521|493,93
519|499,94
533|451,95
535|495,96
570|477,97
524|515,98
490|537,99
521|524,100
489|523,101
518|510,102
531|511,103
526|525,104
569|476,105
533|517,106
467|509,107
498|468,108
466|512,109
499|571,110
475|516,111
458|514,112
471|479,113
456|519,114
466|506,115
465|508,116
436|486,117
459|508,118
475|495,119
476|493,120
480|536,121
475|451,122
473|493,123
428|517,124
470|501,125
465|522,126
454|494,127
453|498,128
547|520,129
450|533,130
452|500,131
460|504,132
484|534,133
523|436,134
508|463,136
478|505,137
467|515,138
464|522,139
528|472,140
472|520,141
459|506,142
460|502,143
556|539,144
456|504,145
473|467,146
457|507,147
454|516,148
432|471,149
470|506,150
443|521,151
463|502,152
519|437,153
460|511,154
501|483,155
472|510,156
461|510,157
480|427,158
462|506,159
472|561,160
441|507,161
463|512,162
496|488,163
516|492,164
469|505,165
482|555,166
462|516,167
456|509,168
466|516,169
467|514,170
474|523,171
472|529,172
517|510,173
476|519,174
511|481,175
463|499,176
454|523,177
456|542,178
453|525,179
506|531,180
449|498,181
477|494,182
440|470,183
446|506,184
479|500,185
471|521,186
537|542,187
469|525,188
514|476,189
446|508,190
442|518,191
490|539,192
439|502,193
437|513,194
458|460,195
472|498,196
477|462,197
471|501,198
540|502,199
463|491,200
461|504,201
511|543,202
475|513,203
461|496,204
484|524,205
508|564,206
555|492,207
481|533,208
454|454,209
479|519,210
495|518,211
483|518,212
499|527,213
475|505,214
455|491,215
472|514,216
455|531,217
479|508,218
566|528,219
471|507,220
473|495,221
489|569,222
471|500,223
474|539,224
482|503,225
466|503,226
465|491,227
437|529,228
447|505,229
528|444,230
475|496,231
527|494,232
472|503,233
485|461,234
461|501,235
449|529,236
459|507,237
477|469,238
455|496,239
452|503,240
465|528,241
464|504,242
521|499,243
564|509,244
454|505,245
464|562,246
552|460,247
458|486,248
518|570,249
452|499,250
455|512,251
499|516,252
511|533,253
501|509,254
495|488,255
500|517,257
450|494,258
499|520,259
434|483,260
465|488,261
505|513,262
451|461,263
447|501,264
504|515,265
487|520,266
506|510,267
507|507,268
544|446,269
502|506,270
496|508,271
479|495,272
507|513,273
559|501,274
489|451,275
505|523,276
520|518,277
513|544,278
500|522,279
430|521,280
495|504,281
457|559,282
494|519,283
456|501,284
495|516,285
448|546,286
464|542,287
504|502,288
442|530,289
494|511,290
503|546,291
492|528,292
493|513,293
498|504,294
504|498,295
511|514,296
500|498,297
507|499,298
425|510,299
520|525,300
427|485,301
494|523,302
502|509,303
502|531,304
489|514,305
548|448,306
504|508,307
501|519,308
500|523,309
516|510,310
499|525,311
555|476,312
483|510,313
513|572,314
472|461,315
508|506,316
503|522,317
518|459,318
507|470,319
468|521,320
508|466,321
521|530,322
501|465,323
500|474,324
509|480,325
505|574,326
525|551,327
511|471,328
516|490,329
503|477,330
527|547,331
474|480,332
467|494,333
476|475,334
523|453,335
479|466,336
474|556,337
449|493,338
466|473,339
518|450,340
486|473,341
472|468,342
484|526,343
488|483,344
453|555,345
478|500,346
497|469,347
488|474,348
475|508,349
438|488,350
536|505,351
505|512,352
490|502,353
506|511,354
529|463,355
512|518,356
511|508,357
506|515,358
491|509,359
448|515,360
514|497,361
524|466,362
486|571,363
512|521,364
494|448,365
513|509,366
472|509,367
511|515,368
489|529,369
521|515,370
558|504,371
568|513,372
520|517,373
524|503,374
512|500,375
529|476,376
522|511,377
508|518,378
519|516,379
540|535,380
568|489,381
493|516,382
472|480,383
513|500,384
485|439,385
517|511,386
533|504,387
521|500,388
515|513,389
494|512,390
444|536,391
512|514,392
505|529,393
509|513,394
493|525,395
508|517,396
457|551,397
502|512,398
464|458,399
507|504,400
491|503,401
504|465,402
472|486,403
498|518,404
497|499,405
499|493,406
485|511,407
503|537,408
509|501,409
500|458,410
454|471,411
513|491,412
450|460,413
523|474,414
503|519,415
520|482,416
500|445,417
527|477,418
537|450,419
489|540,420
526|480,421
524|443,422
454|520,423
528|471,424
438|537,425
524|481,426
508|519,427
478|503,428
505|526,429
466|505,430
439|475,431
496|539,432
509|461,433
500|529,434
489|433,435
501|544,436
518|505,437
492|541,438
498|548,439
476|485,440
